Time,X,Y,Z,Magnitude,Filtered Magnitude
8.565,0.26642,-0.21065,0.15787,0.374534,0.389275
8.574,0.25187,-0.22492,0.15199,0.370309,0.386406
8.584,0.23478,-0.23997,0.1445,0.365496,0.383113
8.593,0.21389,-0.2617,0.13491,0.363918,0.379882
8.603,0.18798,-0.28811,0.1215,0.364837,0.376881
8.612,0.15683,-0.32418,0.10198,0.374284,0.375094
8.621,0.11664,-0.36858,0.07049,0.392969,0.375416
8.631,0.05894,-0.42743,0.02551,0.432228,0.379996
8.64,-0.02529,-0.50493,-0.0315,0.506543,0.392373
8.65,-0.12468,-0.61097,-0.10521,0.632375,0.417749
8.659,-0.23636,-0.75536,-0.20061,0.816504,0.461946
8.669,-0.3552,-0.94361,-0.32477,1.059265,0.530842
8.678,-0.46505,-1.1823,-0.47554,1.356556,0.629948
8.688,-0.54404,-1.4466,-0.64932,1.676379,0.761194
8.697,-0.58352,-1.7269,-0.84003,2.00707,0.925417
8.707,-0.57464,-1.996,-1.0117,2.31036,1.119025
8.716,-0.53237,-2.1995,-1.1399,2.533888,1.333117
8.726,-0.49538,-2.3083,-1.2158,2.655526,1.555447
8.735,-0.48586,-2.3345,-1.2484,2.691552,1.773948
8.745,-0.50344,-2.3042,-1.2566,2.672421,1.977952
8.754,-0.53991,-2.2503,-1.2511,2.630704,2.159372
8.763,-0.59313,-2.1872,-1.2389,2.582735,2.311719
8.773,-0.65568,-2.1193,-1.2244,2.533871,2.429451
8.782,-0.72304,-2.0396,-1.2039,2.476314,2.509444
8.792,-0.78549,-1.9452,-1.1755,2.404703,2.549208
8.801,-0.83635,-1.8362,-1.1365,2.31576,2.549748
8.81,-0.86611,-1.7116,-1.0848,2.20375,2.516734
8.82,-0.87695,-1.5784,-1.0214,2.074523,2.458633
8.829,-0.86511,-1.4383,-0.94917,1.928224,2.3823
8.839,-0.83289,-1.301,-0.86615,1.771023,2.292161
8.848,-0.78203,-1.1663,-0.77892,1.605784,2.189669
8.858,-0.72199,-1.0434,-0.69279,1.445652,2.07596
8.867,-0.64873,-0.9277,-0.60339,1.282793,1.950853
8.877,-0.56715,-0.82564,-0.51922,1.128242,1.816045
8.886,-0.48258,-0.73605,-0.44062,0.984276,1.674003
8.896,-0.40052,-0.65823,-0.3651,0.852632,1.52769
8.906,-0.3201,-0.59379,-0.29577,0.736567,1.380972
8.915,-0.24588,-0.53712,-0.23372,0.635279,1.237047
8.925,-0.17282,-0.48665,-0.17794,0.546221,1.098847
8.934,-0.10634,-0.44341,-0.12675,0.473272,0.969072
8.944,-0.05141,-0.40967,-0.08216,0.420978,0.850591
8.953,-0.00033,-0.38047,-0.04513,0.383137,0.74434
8.963,0.04832,-0.35724,-0.01433,0.360778,0.652138
8.973,0.09662,-0.33494,0.01189,0.3488,0.574194
8.982,0.14414,-0.31608,0.03396,0.34905,0.510671
8.991,0.18144,-0.29932,0.05476,0.354276,0.460836
9.001,0.2078,-0.28343,0.07359,0.359067,0.423086
9.01,0.22962,-0.2683,0.09214,0.364966,0.396055
9.019,0.24646,-0.25375,0.11099,0.370743,0.378507
9.029,0.26097,-0.23926,0.1271,0.376172,0.368797
9.038,0.27212,-0.22594,0.141,0.380761,0.364775
9.048,0.28261,-0.21416,0.1508,0.385323,0.364994
9.057,0.29131,-0.20404,0.15692,0.388739,0.36779
9.066,0.30005,-0.19433,0.16149,0.392267,0.372136
9.076,0.30675,-0.18551,0.16514,0.394691,0.3767
9.085,0.31334,-0.17819,0.16736,0.39742,0.381015
9.094,0.31918,-0.17161,0.16918,0.399935,0.385102
9.104,0.32278,-0.16552,0.17104,0.401047,0.38871
9.113,0.32605,-0.16115,0.17249,0.40253,0.391888
9.122,0.32821,-0.15695,0.17398,0.403267,0.394598
9.132,0.33015,-0.1541,0.17539,0.404361,0.396958
9.141,0.3311,-0.1519,0.17655,0.404809,0.398907
9.151,0.33259,-0.15,0.17784,0.405886,0.400621
9.16,0.33274,-0.14839,0.17906,0.405953,0.40199
9.169,0.33308,-0.14681,0.18011,0.406122,0.403133
9.179,0.33268,-0.14573,0.18055,0.4056,0.403951
9.188,0.33264,-0.14554,0.18144,0.405896,0.404547
9.197,0.33113,-0.14628,0.18144,0.404926,0.404935
9.207,0.33012,-0.1471,0.18186,0.404587,0.405141
9.216,0.32937,-0.1476,0.18191,0.40418,0.405232
9.226,0.32789,-0.14907,0.18115,0.403174,0.405113
9.235,0.32591,-0.15106,0.18066,0.402088,0.404841
9.244,0.32345,-0.15402,0.17993,0.400895,0.404342
9.254,0.32094,-0.1569,0.17969,0.399886,0.403735
9.263,0.31724,-0.16104,0.179,0.398266,0.40295
9.272,0.31407,-0.16546,0.17808,0.397152,0.402105
9.282,0.30879,-0.17033,0.17707,0.39461,0.400976
9.291,0.30385,-0.17625,0.17596,0.392875,0.399771
9.301,0.29667,-0.18245,0.17425,0.389441,0.398257
9.31,0.28895,-0.18975,0.17256,0.38636,0.396475
9.319,0.28009,-0.19725,0.17012,0.38249,0.394406
9.329,0.27123,-0.20569,0.16617,0.378796,0.392077
9.338,0.25978,-0.21331,0.1609,0.37266,0.389254
9.347,0.24861,-0.22142,0.1549,0.367189,0.385984
9.357,0.23478,-0.22967,0.14807,0.36027,0.382184
9.366,0.21949,-0.23702,0.13939,0.351829,0.377652
9.376,0.20363,-0.24452,0.12927,0.343462,0.372537
9.385,0.18631,-0.25129,0.11538,0.333423,0.366592
9.394,0.16787,-0.25773,0.09791,0.322787,0.359927
9.404,0.14867,-0.26289,0.07361,0.310857,0.352376
9.413,0.12919,-0.26692,0.04282,0.299616,0.344089
9.422,0.10622,-0.26849,0.00734,0.288831,0.335093
9.432,0.07655,-0.26664,-0.0313,0.279171,0.325744
9.441,0.03672,-0.25944,-0.07287,0.27197,0.316222
9.451,-0.00574,-0.24367,-0.11658,0.270183,0.307213
9.46,-0.05245,-0.21752,-0.16286,0.276748,0.299705
9.47,-0.10024,-0.18114,-0.21487,0.298377,0.295196
9.48,-0.14672,-0.13504,-0.26804,0.334078,0.295262
9.489,-0.19502,-0.07443,-0.32015,0.382189,0.301202
9.499,-0.24943,0.00134,-0.36812,0.444668,0.314583
9.508,-0.31006,0.08614,-0.41364,0.524076,0.337029
9.518,-0.3783,0.16609,-0.46406,0.621328,0.370279
9.527,-0.45324,0.24721,-0.51337,0.728071,0.415169
9.537,-0.53101,0.34041,-0.55658,0.841209,0.472093
9.546,-0.61907,0.45913,-0.59726,0.975073,0.542582
9.556,-0.70978,0.5962,-0.61311,1.111371,0.626044
9.565,-0.78632,0.72899,-0.59088,1.224281,0.718634
9.575,-0.8416,0.83878,-0.53396,1.302673,0.815494
9.584,-0.87892,0.91369,-0.45413,1.346686,0.911944
9.594,-0.89795,0.95209,-0.3614,1.357719,1.003249
9.603,-0.90158,0.95602,-0.26225,1.339998,1.084841
9.612,-0.89192,0.9351,-0.16674,1.302972,1.153005
9.622,-0.87469,0.89574,-0.07547,1.254244,1.205623
9.631,-0.84785,0.84318,0.00519,1.195755,1.241077
9.641,-0.81985,0.78402,0.07452,1.136835,1.257253
9.65,-0.78924,0.72721,0.14281,1.082649,1.254381
9.66,-0.75924,0.67332,0.19466,1.033295,1.235283
9.669,-0.72703,0.62263,0.23368,0.985316,1.203547
9.678,-0.69622,0.57469,0.26073,0.939665,1.162845
9.688,-0.66696,0.53037,0.28211,0.897616,1.116834
9.697,-0.6387,0.49225,0.29873,0.859935,1.068828
9.707,-0.61303,0.45902,0.31268,0.827209,1.021252
9.716,-0.58966,0.42971,0.32442,0.798497,0.975677
9.725,-0.56793,0.4007,0.33536,0.771733,0.933275
9.735,-0.54689,0.37013,0.34605,0.745544,0.894146
9.744,-0.5283,0.33716,0.35595,0.720748,0.857956
9.754,-0.50877,0.30009,0.36409,0.693875,0.824014
9.763,-0.49216,0.27014,0.3708,0.672822,0.792764
9.772,-0.47433,0.24542,0.37568,0.652959,0.764094
9.782,-0.45843,0.22531,0.37768,0.635268,0.737859
9.791,-0.44046,0.20733,0.37881,0.616837,0.713549
9.8,-0.42195,0.19108,0.37707,0.597273,0.690556
9.81,-0.39866,0.17633,0.37403,0.574387,0.668145
9.819,-0.37294,0.1624,0.36876,0.549037,0.645875
9.829,-0.34213,0.14931,0.36218,0.520116,0.623332
9.838,-0.30822,0.13763,0.35462,0.489589,0.600216
9.847,-0.27013,0.12677,0.3473,0.457884,0.576617
9.857,-0.22741,0.11741,0.33967,0.425295,0.551865
9.866,-0.17981,0.11045,0.33225,0.3936,0.525929
9.875,-0.13485,0.10642,0.32545,0.368005,0.499202
9.885,-0.09285,0.10518,0.31897,0.348462,0.472365
9.894,-0.05157,0.10647,0.31159,0.333292,0.445967
9.904,-0.01306,0.1102,0.30361,0.323255,0.420854
9.913,0.02636,0.11634,0.29524,0.318428,0.397793
